570,Free to Play,MOBA,Multiplayer,Strategy,e-sports,Team-Based,Competitive,Action,Online Co-Op,PvP,Difficult,Co-op,RTS,Tower Defense,Fantasy,RPG,Character Customization,Replay Value,Action RPG,Simulation
632470,RPG,Story Rich,Choices Matter,Detective,Isometric,Atmospheric,Singleplayer,CRPG,Noir,Surreal,Open World,Visual Novel,Adventure,Point & Click,Indie,Character Customization,Exploration,Funny,Fantasy,Sexual Content
1665460
389140,Racing,Casual,Indie,Sports,Arcade,Retro,Action,Local Multiplayer,Great Soundtrack,4 Player Local,Split Screen,Local Co-Op,Singleplayer,1990's,Driving,Colorful,Multiplayer
813780,Strategy,RTS,City Builder,Multiplayer,Base-Building,Historical,Medieval,Singleplayer,Classic,Resource Management,Tactical,Real-Time,Remake,Co-op,Action,Replay Value,Isometric,Adventure,2D,Great Soundtrack
274190,America,Action,Pixel Graphics,Co-op,2D,Platformer,Local Co-Op,Multiplayer,Indie,Shooter,Side Scroller,Funny,Retro,Local Multiplayer,Gore,Comedy,Adventure,Arcade,Casual,Epic
1190460,Walking Simulator,Open World,Story Rich,Great Soundtrack,Atmospheric,Post-apocalyptic,Cinematic,Inventory Management,Sci-fi,Third Person,Exploration,Adventure,Singleplayer,Lore-Rich,Surreal,Stealth,Psychological Horror,Action,Dark,Survival
782330,Action,FPS,Great Soundtrack,Gore,Violent,Demons,Fast-Paced,Shooter,First-Person,Singleplayer,Blood,Multiplayer,Sci-fi,Atmospheric,Post-apocalyptic,Mature,Story Rich,Adventure,Difficult,Horror
12320,RPG,Open World,Hack and Slash,Action,Classic,Fantasy,Action RPG,Singleplayer,Isometric,Adventure,Co-op,Multiplayer,Loot,Story Rich,Atmospheric,Female Protagonist
333420,Strategy,RTS,War,Multiplayer,Singleplayer,Historical,Action RTS,Resource Management,PvP,PvE,3D,Base-Building,Isometric,Action,Co-op,Open World,City Builder,Economy,Replay Value,Real-Time with Pause
550,Zombies,Co-op,FPS,Multiplayer,Shooter,Action,Online Co-Op,Survival,Horror,First-Person,Gore,Team-Based,Survival Horror,Moddable,Post-apocalyptic,Singleplayer,Adventure,Local Co-Op,Replay Value,Tactical
736220,World War II,Simulation,FPS,Military,Action,Massively Multiplayer,Multiplayer,Realistic,Strategy,War,Singleplayer,First-Person,Indie,Shooter,Historical,Tactical,Team-Based,Violent,Co-op,Open World
629760,Medieval,Multiplayer,First-Person,Swordplay,Online Co-Op,Gore,PvP,Action,Fighting,PvE,Character Customization,Team-Based,Third Person,Hack and Slash,Realistic,Competitive,Historical,Indie,FPS,Survival
594570,Strategy,Fantasy,Turn-Based Strategy,RTS,Grand Strategy,War,Multiplayer,Games Workshop,Action,Turn-Based,Singleplayer,Dark Fantasy,Co-op,Tactical,Real Time Tactics,Atmospheric,Story Rich,Dinosaurs,Great Soundtrack,Warhammer 40K
212680,Rogue-like,Space,Strategy,Sci-fi,Indie,Singleplayer,Perma Death,Difficult,Replay Value,Real-Time with Pause,Great Soundtrack,2D,Simulation,Rogue-lite,Survival,Adventure,Pixel Graphics,RPG,Atmospheric,Addictive
1551360,Racing,Open World,Adventure,Driving,Simulation,Automobile Sim,Exploration,Realistic,Arcade,Multiplayer,First-Person,Atmospheric,Sports,PvP,Co-op,Online Co-Op,Singleplayer,Action,Beautiful,Third Person
1222670,Life Sim,Character Customization,Simulation,Building,Sexual Content,Casual,Singleplayer,Romance,Relaxing,Funny,Cute,Family Friendly,Multiplayer,Immersive Sim,Realistic,Cartoony,Fantasy,Beautiful,Atmospheric,LGBTQ+
387990,Building,Survival,Sandbox,Open World,Crafting,Multiplayer,Physics,Base-Building,Co-op,Singleplayer,First-Person,Third Person,Adventure,Funny,Early Access,Simulation,Action,Indie,Moddable,Online Co-Op
284160,Simulation,Driving,Physics,Destruction,Automobile Sim,Realistic,Open World,Racing,Sandbox,Moddable,Singleplayer,Early Access,Multiplayer,Exploration,First-Person,Funny,Third Person,Action,Adventure,Flight
236390,Free to Play,World War II,Multiplayer,Simulation,War,Flight,Tanks,Military,Massively Multiplayer,Action,Realistic,Historical,Shooter,Team-Based,Cold War,Singleplayer,PvP,Naval,Online Co-Op,Physics
823130,Physics,Multiplayer,Indie,Character Customization,Massively Multiplayer,Family Friendly,Simulation,Strategy,Battle Royale,FPS,Shooter,Memes,Action,Team-Based,PvP,Parody ,Co-op,Sandbox,Survival,Open World
1066780,Simulation,Strategy,Management,City Builder,Transportation,Trains,Economy,Building,Singleplayer,Sandbox,Realistic,Moddable,Open World,Flight,Resource Management
270880,Automobile Sim,Transportation,Driving,Open World,America,Realistic,Immersive Sim,Relaxing,Moddable,Simulation,Exploration,Economy,Atmospheric,Management,Adventure,Singleplayer,Casual,Multiplayer,Family Friendly,Level Editor
1290000,Simulation,Casual,Indie,Relaxing,Singleplayer,Early Access,Family Friendly,Colorful,First-Person,3D,Realistic,Atmospheric,FPS
1167630,Destruction,Physics,Sandbox,Voxel,First-Person,Singleplayer,Heist,Realistic,Simulation,Strategy,Open World,Action,Puzzle,Tactical,Indie,Driving,Early Access,Epic,Replay Value,Multiplayer
578080,Survival,Shooter,Multiplayer,Battle Royale,FPS,PvP,Third-Person Shooter,Action,Online Co-Op,Tactical,Co-op,First-Person,Strategy,Early Access,Competitive,Third Person,Team-Based,Difficult,Simulation,Stealth
8930,Turn-Based Strategy,Strategy,Turn-Based,Multiplayer,Historical,4X,Addictive,Singleplayer,Hex Grid,Grand Strategy,Replay Value,Co-op,Tactical,Economy,Diplomacy,Moddable,Simulation,Classic,Great Soundtrack,Touch-Friendly
480
438100,VR,Free to Play,Memes,Anime,Funny,Multiplayer,Massively Multiplayer,Early Access,First-Person,Open World,Simulation,Casual,Adventure,Horror,Sports,MMORPG,FPS,Comedy,Action,Sandbox
1173510,Utilities,Early Access,VR,Singleplayer,Software,Casual,VR Only
1009850,VR,Utilities,Free to Play,Software,Indie,VR Only
306290,RPG,Strategy,Simulation,Tactical,Singleplayer,Open World
525480,RPG,JRPG,Anime,Singleplayer,Story Rich,Great Soundtrack,Action RPG,Action,Fantasy,Classic,Adventure,Hack and Slash,Open World,Remake
433340,Cute,Exploration,Adventure,Singleplayer,Open World,First-Person,Colorful,Funny,Sandbox,Simulation,Casual,Fantasy,Management,Indie,Great Soundtrack,Family Friendly,Female Protagonist,Early Access,Action,FPS
367500,RPG,Open World,Character Customization,Action,Fantasy,Adventure,Singleplayer,Action RPG,Dragons,Third Person,Dark Fantasy,Magic,Exploration,Atmospheric,Great Soundtrack,Story Rich,Difficult,JRPG,Multiplayer,Hack and Slash
218620,Co-op,Action,FPS,Heist,Looter Shooter,Online Co-Op,Multiplayer,Stealth,Crime,Shooter,Team-Based,First-Person,Great Soundtrack,Gun Customization,Tactical,PvE,Strategy,Singleplayer,Simulation,Funny
440,Free to Play,Hero Shooter,Multiplayer,FPS,Shooter,Action,Class-Based,Team-Based,Funny,First-Person,Online Co-Op,Competitive,Cartoony,Trading,Co-op,Comedy,Robots,Tactical,Cartoon,Crafting
548430,Looter Shooter,Loot,Co-op,PvE,FPS,Horror,Exploration,Shooter,Procedural Generation,First-Person,Action Roguelike,Action,Class-Based,Sci-fi,Combat,Space,Atmospheric,Dark,Open World,Survival
1217060,FPS,Co-op,Rogue-lite,Online Co-Op,Rogue-like,Multiplayer,Indie,Action,Adventure,RPG,Early Access,Looter Shooter,Shooter,Action Roguelike,First-Person,Dungeon Crawler,Replay Value,Singleplayer,Fast-Paced,Souls-like
899770,RPG,Action RPG,Hack and Slash,Action,Loot,Adventure,Early Access,Indie,Isometric,Gore,Violent,Singleplayer,Dungeon Crawler,Multiplayer,Fantasy,Top-Down,Character Customization,Time Travel,Magic
250900,Action Roguelike,Rogue-like,Indie,Replay Value,Difficult,Pixel Graphics,Dungeon Crawler,Great Soundtrack,Singleplayer,Dark,2D,Remake,Local Co-Op,Gore,Procedural Generation,Rogue-lite,Atmospheric,Action,Co-op,Horror
787860,Simulation,Farming Sim,Multiplayer,Agriculture,Realistic,Open World,Driving,Management,Singleplayer,Automobile Sim,Moddable,Co-op,Resource Management,Relaxing,First-Person,Online Co-Op,Economy,Family Friendly,Strategy,Atmospheric
427520,Automation,Base-Building,Resource Management,Sandbox,Crafting,Strategy,Multiplayer,Survival,Management,Open World,Co-op,Building,2D,Casual,Moddable,Singleplayer,Simulation,Trains,Pixel Graphics,City Builder
991170,Simulation,Casual,Indie,Trading,Singleplayer,Economy,Exploration,Management,First-Person,Sandbox,Realistic,Physics,Atmospheric,Funny,Relaxing,Adventure,Inventory Management,Education,Family Friendly,Classic
304930,Free to Play,Survival,Zombies,Open World Survival Craft,Multiplayer,Open World,Adventure,Crafting,Action,First-Person,Co-op,Sandbox,Shooter,Post-apocalyptic,FPS,Singleplayer,Massively Multiplayer,Indie,Casual,Atmospheric
221100,Survival,Zombies,Multiplayer,Open World,Action,PvP,Shooter,Massively Multiplayer,Horror,Simulation,Post-apocalyptic,Early Access,FPS,First-Person,Survival Horror,Sandbox,Adventure,Co-op,Indie,Atmospheric
1063730,Massively Multiplayer,Open World,MMORPG,Adventure,RPG,Action,PvP,PvE,Multiplayer,Fantasy,Character Customization,Crafting,Third Person,Walking Simulator,Open World Survival Craft,Sandbox,Co-op,Violent,Souls-like,Sexual Content
39210,MMORPG,RPG,Massively Multiplayer,Fantasy,JRPG,Great Soundtrack,Character Customization,Open World,Story Rich,Anime,Multiplayer,Adventure,Magic,Action,Atmospheric,Co-op,Action RPG,Online Co-Op,Female Protagonist,Singleplayer
252530,Automobile Sim,Simulation,Driving,Realistic,Singleplayer,Moddable,Multiplayer,Casual,TrackIR,First-Person,Open World,Relaxing,Replay Value,Adventure,Family Friendly,Atmospheric,Cult Classic,Physics,Management,Action
526870,Base-Building,Open World,Automation,Crafting,Multiplayer,Co-op,Resource Management,Building,Sandbox,Exploration,Adventure,Simulation,Early Access,Strategy,Open World Survival Craft,Survival,Indie,First-Person,Sci-fi,Singleplayer
1161580,Simulation,Space,Sci-fi,Physics,Early Access,Sandbox,Singleplayer,Destruction,Puzzle,Strategy,First-Person,Space Sim,Futuristic,Open World,Dystopian ,Building,Procedural Generation,Action,Great Soundtrack,Relaxing
573090,Sandbox,Flight,Open World,Building,Programming,Exploration,Sailing,Open World Survival Craft,Immersive Sim,Base-Building,Survival,PvP,Tutorial,Character Customization,First-Person,Naval,Physics,Automation,Trains,Crafting
323610,Simulation,Strategy,Moddable,Multiplayer,Singleplayer,Management,Realistic,Co-op,Adventure
394360,Strategy,World War II,Grand Strategy,Historical,War,Military,Alternate History,Multiplayer,Simulation,Tactical,Real-Time with Pause,RTS,Singleplayer,Diplomacy,Sandbox,Co-op,Great Soundtrack,Open World,Action,Casual
868360,Simulation,Management,Strategy,Medical Sim,Building,Indie,Economy,Sandbox,Resource Management,Singleplayer,City Builder,Realistic,Base-Building,Isometric,Education,Real-Time with Pause,2D,Replay Value,Moddable,Great Soundtrack
960090,Strategy,Tower Defense,Multiplayer,Singleplayer,Co-op,Online Co-Op,Family Friendly,Casual,3D,Sandbox,Cartoony,Difficult,Funny,Great Soundtrack,Survival,Action,Cute,Indie,2D,Adventure
1465360,Simulation,Adventure,Automobile Sim,Exploration,Sandbox,Farming Sim,First-Person,Immersive Sim,Realistic,Third Person,Driving,Open World,Racing,Atmospheric,ATV,Snow,Nature,Physics,Multiplayer,PvE
629520,Utilities,Audio Production,Music,Software,Memes,Funny,Psychological Horror,Hentai,Sexual Content,Free to Play
413150,Farming Sim,Life Sim,Pixel Graphics,RPG,Multiplayer,Agriculture,Relaxing,Simulation,Crafting,Sandbox,Indie,Building,Singleplayer,Casual,Open World,2D,Great Soundtrack,Cute,Dating Sim,Fishing
1330470,Metroidvania,Action,2D Platformer,Platformer,Adventure,Indie,Steampunk,Exploration,Retro,Singleplayer,Story Rich,3D Vision,Linear,Simulation,Action-Adventure,Great Soundtrack,3D Platformer,RPG,Anime,Remake
686200,Action,Pixel Graphics,Co-op,Indie,Tactical,2D,Strategy,Local Co-Op,Multiplayer,Casual,Retro,Zombies,Replay Value,Singleplayer,Moddable,Soundtrack,Real Time Tactics,Level Editor,2D Platformer,Shooter
359320,Space Sim,Space,Open World,Exploration,Sci-fi,Simulation,Massively Multiplayer,Multiplayer,First-Person,Action,Adventure,Sandbox,VR,Online Co-Op,Trading,Singleplayer,RPG,Difficult,Strategy,TrackIR
271590,Open World,Action,Multiplayer,Automobile Sim,Crime,Third Person,First-Person,Shooter,Adventure,Mature,Singleplayer,Third-Person Shooter,Racing,Co-op,Atmospheric,Sandbox,Funny,Great Soundtrack,Comedy,Moddable
227300,Transportation,Driving,Automobile Sim,Simulation,Open World,Realistic,Immersive Sim,Relaxing,Moddable,Exploration,Economy,Atmospheric,Management,Multiplayer,Third Person,Family Friendly,Controller,Casual,Indie,Adventure
1085660,Free to Play,PvP,Looter Shooter,Open World,FPS,PvE,MMORPG,Co-op,Shooter,First-Person,Sci-fi,Lore-Rich,Action,Massively Multiplayer,Loot,Competitive,Space,Adventure,Atmospheric,Cinematic
760160
252490,Survival,Crafting,Multiplayer,Open World,Open World Survival Craft,Building,Sandbox,PvP,Adventure,First-Person,Action,FPS,Nudity,Co-op,Shooter,Online Co-Op,Indie,Early Access,Post-apocalyptic,Simulation
1091500,Cyberpunk,Open World,RPG,Sci-fi,Futuristic,Singleplayer,FPS,Nudity,First-Person,Atmospheric,Exploration,Story Rich,Mature,Action,Violent,Great Soundtrack,Action RPG,Adventure,Character Customization,Immersive Sim
289070,Strategy,Turn-Based Strategy,Historical,Multiplayer,Singleplayer,Turn-Based,Grand Strategy,4X,War,Simulation,City Builder,Tactical,Great Soundtrack,Moddable,Building,Management,Online Co-Op,Co-op,Hex Grid,Atmospheric
377160,Open World,Post-apocalyptic,Exploration,Singleplayer,RPG,Atmospheric,Adventure,Shooter,First-Person,Story Rich,Action,Sci-fi,FPS,Action RPG,Sandbox,Great Soundtrack,Third Person,Survival,Third-Person Shooter,Casual
383150,Zombies,Survival,Co-op,Open World,Multiplayer,Action,Gore,Horror,First-Person,FPS,Online Co-Op,Crafting,Singleplayer,RPG,Survival Horror,Adventure,Nudity,Violent,Controller,Female Protagonist
292030,Open World,RPG,Story Rich,Atmospheric,Mature,Fantasy,Adventure,Singleplayer,Choices Matter,Nudity,Great Soundtrack,Third Person,Action,Medieval,Multiple Endings,Action RPG,Magic,Dark Fantasy,Dark,Sandbox
1674470,Action,MMORPG,Combat,Open World,Adventure,PvP,PvE,3D,Realistic,Fantasy,Sci-fi,Futuristic,Character Customization,Crafting,Hack and Slash,Co-op,Massively Multiplayer,Online Co-Op,Free to Play,Multiplayer
313120,Open World Survival Craft,Survival,Multiplayer,Open World,Crafting,First-Person,Adventure,Exploration,Realistic,Singleplayer,Building,Sandbox,Co-op,Simulation,Early Access,Underwater,Action,Atmospheric,Indie,Strategy
431240,Multiplayer,Casual,Mini Golf,Sports,Golf,Indie,Funny,Family Friendly,Early Access,Co-op,Singleplayer,Simulation,Strategy,Physics,Great Soundtrack,Difficult,Massively Multiplayer,Memes,Local Multiplayer,Action
321040,Racing,Simulation,Multiplayer,Sports,Driving,Offroad,Controller,Split Screen,Singleplayer,Great Soundtrack,Open World,Arcade,Local Co-Op,Action,First-Person,Realistic,Benchmark
588650,Rogue-lite,Pixel Graphics,Souls-like,Metroidvania,Rogue-like,Difficult,Replay Value,2D,Action Roguelike,Action,Indie,Roguevania,Hack and Slash,Platformer,Singleplayer,Atmospheric,Early Access,Dark Fantasy,Funny,Procedural Generation
359550,FPS,Hero Shooter,Multiplayer,Tactical,Shooter,Team-Based,Action,First-Person,Competitive,Co-op,Strategy,Realistic,Online Co-Op,Destruction,Physics,Atmospheric,Singleplayer,Massively Multiplayer,Casual,Simulation
1151340,Dark Comedy,RPG,Open World,Multiplayer,Capitalism,Post-apocalyptic,Survival,Base-Building,Co-op,Horror,Shooter,MMORPG,Gore,Exploration,Violent,Early Access,FPS,Atmospheric,Great Soundtrack,Singleplayer
381210,Horror,Survival Horror,Multiplayer,Online Co-Op,Survival,Co-op,Gore,Stealth,Team-Based,Blood,Third Person,Violent,First-Person,Psychological Horror,Action,Atmospheric,Strategy,Comedy,Mature,Difficult
814380,Souls-like,Difficult,Action,Singleplayer,Ninja,Stealth,Adventure,Third Person,Open World,Story Rich,Atmospheric,Violent,Assassin,Dark Fantasy,Hack and Slash,Great Soundtrack,RPG,Gore,Dark,Rhythm
489830,Open World,RPG,Adventure,Singleplayer,Fantasy,Character Customization,Dragons,Moddable,Story Rich,Magic,First-Person,Action,Atmospheric,Great Soundtrack,Third Person,Stealth,Classic,Remake,Walking Simulator,Female Protagonist
1466860,Strategy,RTS,Multiplayer,Medieval,Singleplayer,Historical,Action RTS,War,Resource Management,PvP,PvE,3D,Base-Building,Isometric,Co-op,City Builder,Sexual Content,Open World
945360,Multiplayer,Online Co-Op,Social Deduction,Space,Survival,2D,Funny,Psychological,Co-op,Cartoony,Local Multiplayer,Party Game,Action,Casual,Sci-fi,Minigames,Colorful,PvP,Aliens,Top-Down
394690,Multiplayer,Mini Golf,Casual,Character Customization,Early Access,Massively Multiplayer,Open World,Indie,Funny,Sandbox,Great Soundtrack,Action,Adventure,Racing,FPS,Memes,Zombies,Third Person,Simulation,RPG
356190,Open World,Action,RPG,Fantasy,Singleplayer,Adventure,Violent,Third Person,Gore,Stealth,War,Story Rich,Action RPG,Hack and Slash,Medieval,Dark Fantasy,Magic,Atmospheric,Strategy,Great Soundtrack
242050,Pirates,Open World,Assassin,Action,Adventure,Stealth,Third Person,Parkour,Naval,Multiplayer,Historical,Story Rich,Singleplayer,Exploration,Action-Adventure,Naval Combat,Atmospheric,RPG,Sandbox,Mature
342200,Free to Play,Mechs,Multiplayer,Action,Shooter,Robots,Sci-fi,Simulation,FPS,Massively Multiplayer,Strategy,PvP,Tactical,First-Person,Team-Based,War,Survival,Walking Simulator,Open World,Singleplayer
1252330,FPS,Action,First-Person,Immersive Sim,Shooter,Stealth,Assassin,Singleplayer,Multiplayer,Rogue-lite,Adventure,Time Manipulation,Story Rich,PvP,Tactical,Violent,Sexual Content,Gore,Parkour,Action-Adventure
335300,Souls-like,Dark Fantasy,RPG,Difficult,Action,Third Person,Atmospheric,Action RPG,Character Customization,Co-op,Multiplayer,Adventure,Fantasy,Medieval,Dark,Singleplayer,Lore-Rich,Story Rich,PvP,Remake
1406180
892970,Open World Survival Craft,Survival,Online Co-Op,Open World,Crafting,Building,Multiplayer,Exploration,Co-op,Base-Building,Sandbox,Adventure,Mythology,Sailing,RPG,Early Access,Action,Indie,PvP,Fishing
415200,Management,Racing,Simulation,Strategy,Sports,Automobile Sim,Singleplayer,Multiplayer,Difficult,Action,Great Soundtrack
594650,Multiplayer,Hunting,Dark,FPS,Perma Death,Battle Royale,Western,Shooter,Zombies,Survival,Violent,Team-Based,PvP,Horror,Open World,Survival Horror,Online Co-Op,Action,First-Person,Atmospheric
16450,Horror,FPS,Action,Singleplayer,Shooter,Gore,Psychological Horror,Bullet Time,First-Person,Multiplayer,Atmospheric,Co-op,Sci-fi,Classic,Story Rich,Sequel,Mechs,Nudity,Survival Horror,Open World
346110,Open World Survival Craft,Survival,Open World,Multiplayer,Dinosaurs,Crafting,Building,Adventure,Base-Building,Co-op,Action,First-Person,Sandbox,Massively Multiplayer,Singleplayer,Early Access,RPG,Dragons,Sci-fi,Indie
107410,Action,Multiplayer,Military,Simulation,Shooter,First-Person,Realistic,Open World,Tactical,FPS,War,Co-op,Strategy,Sandbox,Moddable,Combat,Online Co-Op,Singleplayer,Team-Based,Third-Person Shooter
1197260,Strategy,Idler,Tower Defense,Automation,Indie,Action,Resource Management,Free to Play,Minigames,Voxel,Character Customization,Base-Building,Early Access,Colorful,Singleplayer,3D
977400,Clicker,Free to Play,Simulation,Science,Casual,Historical,Early Access,Idler,Singleplayer,Education,Dinosaurs,God Game,Sci-fi,Space
264140,Pirates,Action Roguelike,Naval Combat,Pixel Graphics,Indie,RPG,Sandbox,2D,Open World,Rogue-like,Simulation,Adventure,Singleplayer,Action,Side Scroller,Building,Rogue-lite,Strategy,Survival,Crafting
205610,Strategy,Trading,Simulation,Economy,Pirates,Management,Naval,Action,Historical,Open World,Naval Combat,Sailing,Singleplayer,Adventure
363970,Clicker,Free to Play,Casual,Singleplayer,2D,Indie,Funny,Addictive,RPG,Adventure,Fantasy,Family Friendly,Strategy,Simulation,Multiplayer,Touch-Friendly,Management,Action,Idler,Illuminati
557810,Free to Play,Clicker,Casual
294100,Colony Sim,Base-Building,Survival,Strategy,Management,Sandbox,Building,Simulation,City Builder,Singleplayer,Procedural Generation,Moddable,Open World,2D,Sci-fi,Indie,Tactical RPG,Western,Space,Cartoony
1190000,Simulation,Automobile Sim,Sandbox,Racing,Realistic,Immersive Sim,3D,Moddable,Driving,First-Person,Puzzle,Singleplayer,Education,Atmospheric,Adventure,Open World,Minigames,Strategy,Indie,Great Soundtrack
621060,Simulation,Education,Immersive Sim,Building,Management,First-Person,Life Sim,Sandbox,3D,Casual,Relaxing,Realistic,Funny,Singleplayer,Puzzle,Modern,Inventory Management,Hardware,Atmospheric,Indie
627690,Idler,Free to Play,Clicker,Dungeons & Dragons,Strategy,Adventure,Early Access,Indie,Fantasy,Action,Singleplayer,Casual,Multiplayer,RPG,2D,Loot,Dungeon Crawler,Magic
251570,Early Access,Survival,Zombies,Voxel,Open World,Open World Survival Craft,Post-apocalyptic,Multiplayer,Exploration,Base-Building,Simulation,Online Co-Op,Strategy,Sandbox,Building,Character Customization,Procedural Generation,Tower Defense,FPS,Action
582010,Co-op,Multiplayer,Action,Open World,RPG,Third Person,Character Customization,Adventure,Fantasy,Singleplayer,Difficult,Action RPG,Exploration,Great Soundtrack,Replay Value,Atmospheric,Hack and Slash,JRPG,Souls-like,MMORPG
689580,Utilities,Software Training,VR,Free to Play
346010,Building,Sandbox,Physics,Destruction,Puzzle,Medieval,Simulation,Multiplayer,Strategy,Science,Third Person,Dark Humor,Relaxing,Vehicular Combat,Open World,Funny,Singleplayer,LEGO,Co-op,Level Editor
546560,VR,FPS,Story Rich,Horror,Shooter,Female Protagonist,First-Person,Action,Singleplayer,Zombies,Sci-fi,Atmospheric,Beautiful,Adventure,Aliens,Futuristic,Psychological Horror,Memes,Great Soundtrack,Gore,VR Only
620980,VR,Rhythm,Music,Great Soundtrack,Indie,Fast-Paced,Singleplayer,Moddable,First-Person,Difficult,Multiplayer,Swordplay,Action,Sports,Futuristic,Memes,Music-Based Procedural Generation,Casual,Early Access,Psychological Horror,VR Only
920490,Utilities,Free to Play,Software
438740,Horror,Multiplayer,Survival Horror,Survival,Gore,Violent,Co-op,Third Person,Action,Stealth,Psychological Horror,Dark,Mature,Atmospheric,Open World,Funny,Adventure,Singleplayer,Difficult,Nudity
454650,Anime,Fighting,Action,Character Customization,Multiplayer,Adventure,Massively Multiplayer,Co-op,RPG,Singleplayer,Online Co-Op,Third Person,Open World,Story Rich,MMORPG,Beat 'em up,Great Soundtrack,Casual,Moddable,Dragons
22370,Open World,RPG,Post-apocalyptic,Singleplayer,Moddable,First-Person,Sci-fi,Action,Adventure,FPS,Replay Value,Exploration,Atmospheric,Third Person,Sandbox,Story Rich,Shooter,Cult Classic,Action RPG,Great Soundtrack
212910
212500,Free to Play,MMORPG,Massively Multiplayer,Fantasy,Open World,RPG,Adventure,Multiplayer,Character Customization,Based On A Novel,Exploration,Action,Story Rich,Co-op,Online Co-Op,Survival,Third Person,PvP,Singleplayer,Dark Fantasy
